timestamp;member_id;consumo_kwh
2023-07-01 04:00:00;M02;0,0891
2023-07-01 05:00:00;M02;0,1172
2023-07-01 06:00:00;M02;0,1417
2023-07-01 07:00:00;M02;0,2302
2023-07-01 08:00:00;M02;0,3026
2023-07-01 09:00:00;M02;0,3736
2023-07-01 10:00:00;M02;0,4253
2023-07-01 11:00:00;M02;0,3846
2023-07-01 12:00:00;M02;0,4172
2023-07-01 13:00:00;M02;0,4318
2023-07-01 14:00:00;M02;0,4236
2023-07-01 15:00:00;M02;0,3528
2023-07-01 16:00:00;M02;0,351
2023-07-01 17:00:00;M02;0,3622
2023-07-01 18:00:00;M02;0,4221
2023-07-01 19:00:00;M02;0,4632
2023-07-01 20:00:00;M02;0,3679
2023-07-01 21:00:00;M02;0,3259
2023-07-01 22:00:00;M02;0,2823
2023-07-01 23:00:00;M02;0,1835
2023-07-02 00:00:00;M02;0,1096
2023-07-02 01:00:00;M02;0,085
2023-07-02 02:00:00;M02;0,0729
2023-07-02 03:00:00;M02;0,067
2023-07-02 04:00:00;M02;0,0761
2023-07-02 05:00:00;M02;0,1124
2023-07-02 06:00:00;M02;0,1602
2023-07-02 07:00:00;M02;0,2455
2023-07-02 08:00:00;M02;0,36
2023-07-02 09:00:00;M02;0,401
2023-07-02 10:00:00;M02;0,3811
2023-07-02 11:00:00;M02;0,3957
2023-07-02 12:00:00;M02;0,4163
2023-07-02 13:00:00;M02;0,412
2023-07-02 14:00:00;M02;0,3562
2023-07-02 15:00:00;M02;0,382
2023-07-02 16:00:00;M02;0,4123
2023-07-02 17:00:00;M02;0,445
2023-07-02 18:00:00;M02;0,4592
2023-07-02 19:00:00;M02;0,5158
2023-07-02 20:00:00;M02;0,4544
2023-07-02 21:00:00;M02;0,4519
2023-07-02 22:00:00;M02;0,3401
2023-07-02 23:00:00;M02;0,2334
2023-07-03 00:00:00;M02;0,132
2023-07-03 01:00:00;M02;0,1107
2023-07-03 02:00:00;M02;0,0944
2023-07-03 03:00:00;M02;0,0836
2023-07-03 04:00:00;M02;0,0956
2023-07-03 05:00:00;M02;0,1262
2023-07-03 06:00:00;M02;0,2214
2023-07-03 07:00:00;M02;0,3538
2023-07-03 08:00:00;M02;0,4242
2023-07-03 09:00:00;M02;0,3364
2023-07-03 10:00:00;M02;0,2701
2023-07-03 11:00:00;M02;0,2932
2023-07-03 12:00:00;M02;0,3123
2023-07-03 13:00:00;M02;0,2841
2023-07-03 14:00:00;M02;0,2636
2023-07-03 15:00:00;M02;0,2404
2023-07-03 16:00:00;M02;0,2948
2023-07-03 17:00:00;M02;0,3819
2023-07-03 18:00:00;M02;0,463
2023-07-03 19:00:00;M02;0,552
2023-07-03 20:00:00;M02;0,5462
2023-07-03 21:00:00;M02;0,4678
2023-07-03 22:00:00;M02;0,3505
2023-07-03 23:00:00;M02;0,2035
2023-07-04 00:00:00;M02;0,1324
2023-07-04 01:00:00;M02;0,0966
2023-07-04 02:00:00;M02;0,0878
2023-07-04 03:00:00;M02;0,0801
2023-07-04 04:00:00;M02;0,0866
2023-07-04 05:00:00;M02;0,1055
2023-07-04 06:00:00;M02;0,1707
2023-07-04 07:00:00;M02;0,2803
2023-07-04 08:00:00;M02;0,3303
2023-07-04 09:00:00;M02;0,2775
2023-07-04 10:00:00;M02;0,2374
2023-07-04 11:00:00;M02;0,2465
2023-07-04 12:00:00;M02;0,2743
2023-07-04 13:00:00;M02;0,2619
2023-07-04 14:00:00;M02;0,2396
2023-07-04 15:00:00;M02;0,2445
2023-07-04 16:00:00;M02;0,2814
2023-07-04 17:00:00;M02;0,3905
2023-07-04 18:00:00;M02;0,4745
2023-07-04 19:00:00;M02;0,5138
2023-07-04 20:00:00;M02;0,4666
2023-07-04 21:00:00;M02;0,3723
2023-07-04 22:00:00;M02;0,2682
2023-07-04 23:00:00;M02;0,1612
2023-07-05 00:00:00;M02;0,1016
2023-07-05 01:00:00;M02;0,0764
2023-07-05 02:00:00;M02;0,0638
2023-07-05 03:00:00;M02;0,056
2023-07-05 04:00:00;M02;0,0635
2023-07-05 05:00:00;M02;0,0842
2023-07-05 06:00:00;M02;0,1474
2023-07-05 07:00:00;M02;0,2763
2023-07-05 08:00:00;M02;0,3704
2023-07-05 09:00:00;M02;0,3148
2023-07-05 10:00:00;M02;0,241
2023-07-05 11:00:00;M02;0,2445
2023-07-05 12:00:00;M02;0,2826
2023-07-05 13:00:00;M02;0,2509
2023-07-05 14:00:00;M02;0,2484
2023-07-05 15:00:00;M02;0,2419
2023-07-05 16:00:00;M02;0,3287
2023-07-05 17:00:00;M02;0,4393
2023-07-05 18:00:00;M02;0,5548
2023-07-05 19:00:00;M02;0,5773
2023-07-05 20:00:00;M02;0,535
2023-07-05 21:00:00;M02;0,4449
2023-07-05 22:00:00;M02;0,3205
2023-07-05 23:00:00;M02;0,2155
2023-07-06 00:00:00;M02;0,1297
2023-07-06 01:00:00;M02;0,0985
2023-07-06 02:00:00;M02;0,0952
2023-07-06 03:00:00;M02;0,0813
2023-07-06 04:00:00;M02;0,0801
2023-07-06 05:00:00;M02;0,1114
2023-07-06 06:00:00;M02;0,1737
2023-07-06 07:00:00;M02;0,2912
2023-07-06 08:00:00;M02;0,3622
2023-07-06 09:00:00;M02;0,2819
2023-07-06 10:00:00;M02;0,2531
2023-07-06 11:00:00;M02;0,2779
2023-07-06 12:00:00;M02;0,3112
2023-07-06 13:00:00;M02;0,2678
2023-07-06 14:00:00;M02;0,2536
2023-07-06 15:00:00;M02;0,2221
2023-07-06 16:00:00;M02;0,3074
2023-07-06 17:00:00;M02;0,3607
2023-07-06 18:00:00;M02;0,4343
2023-07-06 19:00:00;M02;0,4383
2023-07-06 20:00:00;M02;0,4046
2023-07-06 21:00:00;M02;0,3575
2023-07-06 22:00:00;M02;0,2804
2023-07-06 23:00:00;M02;0,1906
2023-07-07 00:00:00;M02;0,1137
2023-07-07 01:00:00;M02;0,0872
2023-07-07 02:00:00;M02;0,0792
2023-07-07 03:00:00;M02;0,0774
2023-07-07 04:00:00;M02;0,0903
2023-07-07 05:00:00;M02;0,1086
2023-07-07 06:00:00;M02;0,1763
2023-07-07 07:00:00;M02;0,3074
2023-07-07 08:00:00;M02;0,3822
2023-07-07 09:00:00;M02;0,2702
2023-07-07 10:00:00;M02;0,2432
2023-07-07 11:00:00;M02;0,246
2023-07-07 12:00:00;M02;0,2943
2023-07-07 13:00:00;M02;0,2753
2023-07-07 14:00:00;M02;0,2388
2023-07-07 15:00:00;M02;0,2237
2023-07-07 16:00:00;M02;0,272
2023-07-07 17:00:00;M02;0,3574
2023-07-07 18:00:00;M02;0,4347
2023-07-07 19:00:00;M02;0,4439
2023-07-07 20:00:00;M02;0,3901
2023-07-07 21:00:00;M02;0,3601
2023-07-07 22:00:00;M02;0,2982
2023-07-07 23:00:00;M02;0,1874
2023-07-08 00:00:00;M02;0,1124
2023-07-08 01:00:00;M02;0,0854
2023-07-08 02:00:00;M02;0,0795
2023-07-08 03:00:00;M02;0,0836
2023-07-08 04:00:00;M02;0,0974
2023-07-08 05:00:00;M02;0,1315
2023-07-08 06:00:00;M02;0,1705
2023-07-08 07:00:00;M02;0,216
2023-07-08 08:00:00;M02;0,3249
2023-07-08 09:00:00;M02;0,3935
2023-07-08 10:00:00;M02;0,3962
2023-07-08 11:00:00;M02;0,3625
2023-07-08 12:00:00;M02;0,3547
2023-07-08 13:00:00;M02;0,3604
2023-07-08 14:00:00;M02;0,3417
2023-07-08 15:00:00;M02;0,3464
2023-07-08 16:00:00;M02;0,3666
2023-07-08 17:00:00;M02;0,4333
2023-07-08 18:00:00;M02;0,4844
2023-07-08 19:00:00;M02;0,5311
2023-07-08 20:00:00;M02;0,4394
2023-07-08 21:00:00;M02;0,3565
2023-07-08 22:00:00;M02;0,2806
2023-07-08 23:00:00;M02;0,1938
2023-07-09 00:00:00;M02;0,1269
2023-07-09 01:00:00;M02;0,0976
2023-07-09 02:00:00;M02;0,0849
2023-07-09 03:00:00;M02;0,0674
2023-07-09 04:00:00;M02;0,0806
2023-07-09 05:00:00;M02;0,1096
2023-07-09 06:00:00;M02;0,1785
2023-07-09 07:00:00;M02;0,2572
2023-07-09 08:00:00;M02;0,3941
2023-07-09 09:00:00;M02;0,4603
2023-07-09 10:00:00;M02;0,4437
2023-07-09 11:00:00;M02;0,443
2023-07-09 12:00:00;M02;0,4744
2023-07-09 13:00:00;M02;0,4419
2023-07-09 14:00:00;M02;0,4276
2023-07-09 15:00:00;M02;0,4189
2023-07-09 16:00:00;M02;0,4426
2023-07-09 17:00:00;M02;0,4804
2023-07-09 18:00:00;M02;0,4857
2023-07-09 19:00:00;M02;0,506
2023-07-09 20:00:00;M02;0,4817
2023-07-09 21:00:00;M02;0,3724
2023-07-09 22:00:00;M02;0,3015
2023-07-09 23:00:00;M02;0,1908
2023-07-10 00:00:00;M02;0,1031
2023-07-10 01:00:00;M02;0,0808
2023-07-10 02:00:00;M02;0,0734
2023-07-10 03:00:00;M02;0,0762
2023-07-10 04:00:00;M02;0,0856
2023-07-10 05:00:00;M02;0,1177
2023-07-10 06:00:00;M02;0,1956
2023-07-10 07:00:00;M02;0,2913
2023-07-10 08:00:00;M02;0,3728
2023-07-10 09:00:00;M02;0,2709
2023-07-10 10:00:00;M02;0,2279
2023-07-10 11:00:00;M02;0,2296
2023-07-10 12:00:00;M02;0,258
2023-07-10 13:00:00;M02;0,2554
2023-07-10 14:00:00;M02;0,2531
2023-07-10 15:00:00;M02;0,2652
2023-07-10 16:00:00;M02;0,3561
2023-07-10 17:00:00;M02;0,3994
2023-07-10 18:00:00;M02;0,451
2023-07-10 19:00:00;M02;0,439
2023-07-10 20:00:00;M02;0,4442
2023-07-10 21:00:00;M02;0,369
2023-07-10 22:00:00;M02;0,289
2023-07-10 23:00:00;M02;0,1787
2023-07-11 00:00:00;M02;0,1089
2023-07-11 01:00:00;M02;0,0783
2023-07-11 02:00:00;M02;0,0667
2023-07-11 03:00:00;M02;0,0624
2023-07-11 04:00:00;M02;0,0775
2023-07-11 05:00:00;M02;0,1018
2023-07-11 06:00:00;M02;0,1653
2023-07-11 07:00:00;M02;0,2428
2023-07-11 08:00:00;M02;0,329
2023-07-11 09:00:00;M02;0,2414
2023-07-11 10:00:00;M02;0,1947
2023-07-11 11:00:00;M02;0,1891
2023-07-11 12:00:00;M02;0,1992
2023-07-11 13:00:00;M02;0,1816
2023-07-11 14:00:00;M02;0,1718
2023-07-11 15:00:00;M02;0,164
2023-07-11 16:00:00;M02;0,2163
2023-07-11 17:00:00;M02;0,2873
2023-07-11 18:00:00;M02;0,4289
2023-07-11 19:00:00;M02;0,4217
2023-07-11 20:00:00;M02;0,4167
2023-07-11 21:00:00;M02;0,3703
2023-07-11 22:00:00;M02;0,2793
2023-07-11 23:00:00;M02;0,1774
2023-07-12 00:00:00;M02;0,1109
2023-07-12 01:00:00;M02;0,0884
2023-07-12 02:00:00;M02;0,0878
2023-07-12 03:00:00;M02;0,0687
2023-07-12 04:00:00;M02;0,0732
2023-07-12 05:00:00;M02;0,1068
2023-07-12 06:00:00;M02;0,1913
2023-07-12 07:00:00;M02;0,33
2023-07-12 08:00:00;M02;0,4255
2023-07-12 09:00:00;M02;0,2832
2023-07-12 10:00:00;M02;0,2533
2023-07-12 11:00:00;M02;0,2857
2023-07-12 12:00:00;M02;0,2978
2023-07-12 13:00:00;M02;0,3106
2023-07-12 14:00:00;M02;0,2862
2023-07-12 15:00:00;M02;0,2392
2023-07-12 16:00:00;M02;0,3048
2023-07-12 17:00:00;M02;0,3734
2023-07-12 18:00:00;M02;0,4891
2023-07-12 19:00:00;M02;0,5454
2023-07-12 20:00:00;M02;0,4948
2023-07-12 21:00:00;M02;0,4601
2023-07-12 22:00:00;M02;0,3786
2023-07-12 23:00:00;M02;0,2182
2023-07-13 00:00:00;M02;0,1247
2023-07-13 01:00:00;M02;0,0999
2023-07-13 02:00:00;M02;0,088
2023-07-13 03:00:00;M02;0,0771
2023-07-13 04:00:00;M02;0,0855
2023-07-13 05:00:00;M02;0,1039
2023-07-13 06:00:00;M02;0,1524
2023-07-13 07:00:00;M02;0,2687
2023-07-13 08:00:00;M02;0,2893
2023-07-13 09:00:00;M02;0,2115
2023-07-13 10:00:00;M02;0,1699
2023-07-13 11:00:00;M02;0,1816
2023-07-13 12:00:00;M02;0,2012
2023-07-13 13:00:00;M02;0,1914
2023-07-13 14:00:00;M02;0,1848
2023-07-13 15:00:00;M02;0,1683
2023-07-13 16:00:00;M02;0,2113
2023-07-13 17:00:00;M02;0,2959
2023-07-13 18:00:00;M02;0,375
2023-07-13 19:00:00;M02;0,4479
2023-07-13 20:00:00;M02;0,4608
2023-07-13 21:00:00;M02;0,392
2023-07-13 22:00:00;M02;0,2779
2023-07-13 23:00:00;M02;0,1664
2023-07-14 00:00:00;M02;0,0994
2023-07-14 01:00:00;M02;0,0759
2023-07-14 02:00:00;M02;0,0659
2023-07-14 03:00:00;M02;0,062
2023-07-14 04:00:00;M02;0,0833
2023-07-14 05:00:00;M02;0,1052
2023-07-14 06:00:00;M02;0,179
2023-07-14 07:00:00;M02;0,2779
2023-07-14 08:00:00;M02;0,3719
2023-07-14 09:00:00;M02;0,2964
2023-07-14 10:00:00;M02;0,2631
2023-07-14 11:00:00;M02;0,2991
2023-07-14 12:00:00;M02;0,3142
2023-07-14 13:00:00;M02;0,2777
2023-07-14 14:00:00;M02;0,2822
2023-07-14 15:00:00;M02;0,2756
2023-07-14 16:00:00;M02;0,2978
2023-07-14 17:00:00;M02;0,3922
2023-07-14 18:00:00;M02;0,4604
2023-07-14 19:00:00;M02;0,5293
2023-07-14 20:00:00;M02;0,5107
2023-07-14 21:00:00;M02;0,3918
2023-07-14 22:00:00;M02;0,3193
2023-07-14 23:00:00;M02;0,1997
2023-07-15 00:00:00;M02;0,1191
2023-07-15 01:00:00;M02;0,0966
2023-07-15 02:00:00;M02;0,0947
2023-07-15 03:00:00;M02;0,0856
2023-07-15 04:00:00;M02;0,0935
2023-07-15 05:00:00;M02;0,1369
2023-07-15 06:00:00;M02;0,2032
2023-07-15 07:00:00;M02;0,3134
2023-07-15 08:00:00;M02;0,4218
2023-07-15 09:00:00;M02;0,48
2023-07-15 10:00:00;M02;0,4922
2023-07-15 11:00:00;M02;0,4791
2023-07-15 12:00:00;M02;0,5413
2023-07-15 13:00:00;M02;0,4839
2023-07-15 14:00:00;M02;0,4682
2023-07-15 15:00:00;M02;0,4315
2023-07-15 16:00:00;M02;0,4069
2023-07-15 17:00:00;M02;0,4424
2023-07-15 18:00:00;M02;0,4675
2023-07-15 19:00:00;M02;0,5087
2023-07-15 20:00:00;M02;0,4816
2023-07-15 21:00:00;M02;0,3929
2023-07-15 22:00:00;M02;0,3402
2023-07-15 23:00:00;M02;0,2259
2023-07-16 00:00:00;M02;0,1407
2023-07-16 01:00:00;M02;0,1091
2023-07-16 02:00:00;M02;0,0967
2023-07-16 03:00:00;M02;0,0884
2023-07-16 04:00:00;M02;0,0932
2023-07-16 05:00:00;M02;0,1294
2023-07-16 06:00:00;M02;0,1714
2023-07-16 07:00:00;M02;0,2375
2023-07-16 08:00:00;M02;0,3313
2023-07-16 09:00:00;M02;0,3714
2023-07-16 10:00:00;M02;0,3838
2023-07-16 11:00:00;M02;0,3953
2023-07-16 12:00:00;M02;0,4447
2023-07-16 13:00:00;M02;0,4027
2023-07-16 14:00:00;M02;0,3698
2023-07-16 15:00:00;M02;0,3378
2023-07-16 16:00:00;M02;0,3382
2023-07-16 17:00:00;M02;0,3673
2023-07-16 18:00:00;M02;0,407
2023-07-16 19:00:00;M02;0,4547
2023-07-16 20:00:00;M02;0,4444
2023-07-16 21:00:00;M02;0,3645
2023-07-16 22:00:00;M02;0,3177
2023-07-16 23:00:00;M02;0,212
2023-07-17 00:00:00;M02;0,1164
2023-07-17 01:00:00;M02;0,0983
2023-07-17 02:00:00;M02;0,0902
2023-07-17 03:00:00;M02;0,0796
2023-07-17 04:00:00;M02;0,0895
2023-07-17 05:00:00;M02;0,115
2023-07-17 06:00:00;M02;0,1991
2023-07-17 07:00:00;M02;0,3346
2023-07-17 08:00:00;M02;0,3948
2023-07-17 09:00:00;M02;0,2616
2023-07-17 10:00:00;M02;0,2338
2023-07-17 11:00:00;M02;0,2455
2023-07-17 12:00:00;M02;0,2848
2023-07-17 13:00:00;M02;0,2672
2023-07-17 14:00:00;M02;0,2438
2023-07-17 15:00:00;M02;0,2496
2023-07-17 16:00:00;M02;0,3127
2023-07-17 17:00:00;M02;0,402
2023-07-17 18:00:00;M02;0,4828
2023-07-17 19:00:00;M02;0,5738
2023-07-17 20:00:00;M02;0,5145
2023-07-17 21:00:00;M02;0,4295
2023-07-17 22:00:00;M02;0,3153
2023-07-17 23:00:00;M02;0,2038
2023-07-18 00:00:00;M02;0,1145
2023-07-18 01:00:00;M02;0,0877
2023-07-18 02:00:00;M02;0,0777
2023-07-18 03:00:00;M02;0,071
2023-07-18 04:00:00;M02;0,0734
2023-07-18 05:00:00;M02;0,0828
2023-07-18 06:00:00;M02;0,1517
2023-07-18 07:00:00;M02;0,2241
2023-07-18 08:00:00;M02;0,3074
2023-07-18 09:00:00;M02;0,2667
2023-07-18 10:00:00;M02;0,2274
2023-07-18 11:00:00;M02;0,2658
2023-07-18 12:00:00;M02;0,29
2023-07-18 13:00:00;M02;0,2886
2023-07-18 14:00:00;M02;0,2592
2023-07-18 15:00:00;M02;0,2147
2023-07-18 16:00:00;M02;0,2706
2023-07-18 17:00:00;M02;0,3908
2023-07-18 18:00:00;M02;0,4898
2023-07-18 19:00:00;M02;0,514
2023-07-18 20:00:00;M02;0,496
2023-07-18 21:00:00;M02;0,4479
2023-07-18 22:00:00;M02;0,3503
2023-07-18 23:00:00;M02;0,245
2023-07-19 00:00:00;M02;0,1354
2023-07-19 01:00:00;M02;0,1098
2023-07-19 02:00:00;M02;0,1012
2023-07-19 03:00:00;M02;0,0856
2023-07-19 04:00:00;M02;0,0912
2023-07-19 05:00:00;M02;0,1238
2023-07-19 06:00:00;M02;0,2073
2023-07-19 07:00:00;M02;0,349
2023-07-19 08:00:00;M02;0,3804
2023-07-19 09:00:00;M02;0,2982
2023-07-19 10:00:00;M02;0,2568
2023-07-19 11:00:00;M02;0,2712
2023-07-19 12:00:00;M02;0,3017
2023-07-19 13:00:00;M02;0,2664
2023-07-19 14:00:00;M02;0,2396
2023-07-19 15:00:00;M02;0,2284
2023-07-19 16:00:00;M02;0,2784
2023-07-19 17:00:00;M02;0,4101
2023-07-19 18:00:00;M02;0,5202
2023-07-19 19:00:00;M02;0,5285
2023-07-19 20:00:00;M02;0,5566
2023-07-19 21:00:00;M02;0,4576
2023-07-19 22:00:00;M02;0,3591
2023-07-19 23:00:00;M02;0,2288
2023-07-20 00:00:00;M02;0,1172
2023-07-20 01:00:00;M02;0,0908
2023-07-20 02:00:00;M02;0,0798
2023-07-20 03:00:00;M02;0,0733
2023-07-20 04:00:00;M02;0,0836
2023-07-20 05:00:00;M02;0,1082
2023-07-20 06:00:00;M02;0,1819
2023-07-20 07:00:00;M02;0,3263
2023-07-20 08:00:00;M02;0,4006
2023-07-20 09:00:00;M02;0,3007
2023-07-20 10:00:00;M02;0,2566
2023-07-20 11:00:00;M02;0,3006
2023-07-20 12:00:00;M02;0,3259
2023-07-20 13:00:00;M02;0,2835
2023-07-20 14:00:00;M02;0,234
2023-07-20 15:00:00;M02;0,207
2023-07-20 16:00:00;M02;0,2557
2023-07-20 17:00:00;M02;0,3335
2023-07-20 18:00:00;M02;0,4002
2023-07-20 19:00:00;M02;0,457
2023-07-20 20:00:00;M02;0,4243
2023-07-20 21:00:00;M02;0,349
2023-07-20 22:00:00;M02;0,2971
2023-07-20 23:00:00;M02;0,202
2023-07-21 00:00:00;M02;0,11
2023-07-21 01:00:00;M02;0,0886
2023-07-21 02:00:00;M02;0,0715
2023-07-21 03:00:00;M02;0,0593
2023-07-21 04:00:00;M02;0,0656
2023-07-21 05:00:00;M02;0,0962
2023-07-21 06:00:00;M02;0,1574
2023-07-21 07:00:00;M02;0,2563
2023-07-21 08:00:00;M02;0,3223
2023-07-21 09:00:00;M02;0,2503
2023-07-21 10:00:00;M02;0,2064
2023-07-21 11:00:00;M02;0,2574
2023-07-21 12:00:00;M02;0,2781
2023-07-21 13:00:00;M02;0,2562
2023-07-21 14:00:00;M02;0,2343
2023-07-21 15:00:00;M02;0,2336
2023-07-21 16:00:00;M02;0,3139
2023-07-21 17:00:00;M02;0,4371
2023-07-21 18:00:00;M02;0,5021
2023-07-21 19:00:00;M02;0,5741
2023-07-21 20:00:00;M02;0,5509
2023-07-21 21:00:00;M02;0,488
2023-07-21 22:00:00;M02;0,3773
2023-07-21 23:00:00;M02;0,2252
2023-07-22 00:00:00;M02;0,1358
2023-07-22 01:00:00;M02;0,1098
2023-07-22 02:00:00;M02;0,1053
2023-07-22 03:00:00;M02;0,0927
2023-07-22 04:00:00;M02;0,0996
2023-07-22 05:00:00;M02;0,1188
2023-07-22 06:00:00;M02;0,1455
2023-07-22 07:00:00;M02;0,2195
2023-07-22 08:00:00;M02;0,2854
2023-07-22 09:00:00;M02;0,3555
2023-07-22 10:00:00;M02;0,344
2023-07-22 11:00:00;M02;0,3406
2023-07-22 12:00:00;M02;0,3527
2023-07-22 13:00:00;M02;0,3771
2023-07-22 14:00:00;M02;0,3433
2023-07-22 15:00:00;M02;0,3426
2023-07-22 16:00:00;M02;0,3656
2023-07-22 17:00:00;M02;0,4308
2023-07-22 18:00:00;M02;0,4953
2023-07-22 19:00:00;M02;0,5158
2023-07-22 20:00:00;M02;0,438
2023-07-22 21:00:00;M02;0,3796
2023-07-22 22:00:00;M02;0,3027
2023-07-22 23:00:00;M02;0,1961
2023-07-23 00:00:00;M02;0,1096
2023-07-23 01:00:00;M02;0,0933
2023-07-23 02:00:00;M02;0,0847
2023-07-23 03:00:00;M02;0,072
2023-07-23 04:00:00;M02;0,0782
2023-07-23 05:00:00;M02;0,1242
2023-07-23 06:00:00;M02;0,1735
2023-07-23 07:00:00;M02;0,2767
2023-07-23 08:00:00;M02;0,3538
2023-07-23 09:00:00;M02;0,3876
2023-07-23 10:00:00;M02;0,3876
2023-07-23 11:00:00;M02;0,3942
2023-07-23 12:00:00;M02;0,4074
2023-07-23 13:00:00;M02;0,3809
2023-07-23 14:00:00;M02;0,3518
2023-07-23 15:00:00;M02;0,3226
2023-07-23 16:00:00;M02;0,3394
2023-07-23 17:00:00;M02;0,4113
2023-07-23 18:00:00;M02;0,4118
2023-07-23 19:00:00;M02;0,452
2023-07-23 20:00:00;M02;0,4715
2023-07-23 21:00:00;M02;0,4056
2023-07-23 22:00:00;M02;0,3106
2023-07-23 23:00:00;M02;0,208
2023-07-24 00:00:00;M02;0,1138
2023-07-24 01:00:00;M02;0,0897
2023-07-24 02:00:00;M02;0,0766
2023-07-24 03:00:00;M02;0,0615
2023-07-24 04:00:00;M02;0,0698
2023-07-24 05:00:00;M02;0,0852
2023-07-24 06:00:00;M02;0,1501
2023-07-24 07:00:00;M02;0,2818
2023-07-24 08:00:00;M02;0,3897
2023-07-24 09:00:00;M02;0,2945
2023-07-24 10:00:00;M02;0,2648
2023-07-24 11:00:00;M02;0,2857
2023-07-24 12:00:00;M02;0,3025
2023-07-24 13:00:00;M02;0,2434
2023-07-24 14:00:00;M02;0,2536
2023-07-24 15:00:00;M02;0,2286
2023-07-24 16:00:00;M02;0,3111
2023-07-24 17:00:00;M02;0,4086
2023-07-24 18:00:00;M02;0,4666
2023-07-24 19:00:00;M02;0,5174
2023-07-24 20:00:00;M02;0,5504
2023-07-24 21:00:00;M02;0,5015
2023-07-24 22:00:00;M02;0,3782
2023-07-24 23:00:00;M02;0,2194
2023-07-25 00:00:00;M02;0,127
2023-07-25 01:00:00;M02;0,0977
2023-07-25 02:00:00;M02;0,0941
2023-07-25 03:00:00;M02;0,0866
2023-07-25 04:00:00;M02;0,0859
2023-07-25 05:00:00;M02;0,1142
2023-07-25 06:00:00;M02;0,1899
2023-07-25 07:00:00;M02;0,3186
2023-07-25 08:00:00;M02;0,3915
2023-07-25 09:00:00;M02;0,3146
2023-07-25 10:00:00;M02;0,2787
2023-07-25 11:00:00;M02;0,2805
2023-07-25 12:00:00;M02;0,3032
2023-07-25 13:00:00;M02;0,2669
2023-07-25 14:00:00;M02;0,2241
2023-07-25 15:00:00;M02;0,2176
2023-07-25 16:00:00;M02;0,3075
2023-07-25 17:00:00;M02;0,3539
2023-07-25 18:00:00;M02;0,436
2023-07-25 19:00:00;M02;0,478
2023-07-25 20:00:00;M02;0,4657
2023-07-25 21:00:00;M02;0,3781
2023-07-25 22:00:00;M02;0,2769
2023-07-25 23:00:00;M02;0,1583
2023-07-26 00:00:00;M02;0,1054
2023-07-26 01:00:00;M02;0,0788
2023-07-26 02:00:00;M02;0,0709
2023-07-26 03:00:00;M02;0,0751
2023-07-26 04:00:00;M02;0,0798
2023-07-26 05:00:00;M02;0,1067
2023-07-26 06:00:00;M02;0,1929
2023-07-26 07:00:00;M02;0,341
2023-07-26 08:00:00;M02;0,379
2023-07-26 09:00:00;M02;0,2739
2023-07-26 10:00:00;M02;0,2394
2023-07-26 11:00:00;M02;0,2864
2023-07-26 12:00:00;M02;0,2967
2023-07-26 13:00:00;M02;0,2612
2023-07-26 14:00:00;M02;0,2502
2023-07-26 15:00:00;M02;0,2492
2023-07-26 16:00:00;M02;0,3207
2023-07-26 17:00:00;M02;0,3878
2023-07-26 18:00:00;M02;0,4573
2023-07-26 19:00:00;M02;0,5058
2023-07-26 20:00:00;M02;0,5161
2023-07-26 21:00:00;M02;0,4328
2023-07-26 22:00:00;M02;0,3413
2023-07-26 23:00:00;M02;0,1963
2023-07-27 00:00:00;M02;0,128
2023-07-27 01:00:00;M02;0,1002
2023-07-27 02:00:00;M02;0,0954
2023-07-27 03:00:00;M02;0,0844
2023-07-27 04:00:00;M02;0,0927
2023-07-27 05:00:00;M02;0,1089
2023-07-27 06:00:00;M02;0,1606
2023-07-27 07:00:00;M02;0,2992
2023-07-27 08:00:00;M02;0,3676
2023-07-27 09:00:00;M02;0,2823
2023-07-27 10:00:00;M02;0,2229
2023-07-27 11:00:00;M02;0,2274
2023-07-27 12:00:00;M02;0,2728
2023-07-27 13:00:00;M02;0,2774
2023-07-27 14:00:00;M02;0,248
2023-07-27 15:00:00;M02;0,2481
2023-07-27 16:00:00;M02;0,3109
2023-07-27 17:00:00;M02;0,3935
2023-07-27 18:00:00;M02;0,529
2023-07-27 19:00:00;M02;0,5522
2023-07-27 20:00:00;M02;0,553
2023-07-27 21:00:00;M02;0,475
2023-07-27 22:00:00;M02;0,37
2023-07-27 23:00:00;M02;0,2402
2023-07-28 00:00:00;M02;0,1387
2023-07-28 01:00:00;M02;0,1059
2023-07-28 02:00:00;M02;0,1013
2023-07-28 03:00:00;M02;0,0945
2023-07-28 04:00:00;M02;0,1078
2023-07-28 05:00:00;M02;0,1101
2023-07-28 06:00:00;M02;0,1908
2023-07-28 07:00:00;M02;0,3231
2023-07-28 08:00:00;M02;0,3898
2023-07-28 09:00:00;M02;0,3034
2023-07-28 10:00:00;M02;0,2602
2023-07-28 11:00:00;M02;0,2859
2023-07-28 12:00:00;M02;0,3046
2023-07-28 13:00:00;M02;0,2983
2023-07-28 14:00:00;M02;0,285
2023-07-28 15:00:00;M02;0,2766
2023-07-28 16:00:00;M02;0,3465
2023-07-28 17:00:00;M02;0,4614
2023-07-28 18:00:00;M02;0,5766
2023-07-28 19:00:00;M02;0,6066
2023-07-28 20:00:00;M02;0,5897
2023-07-28 21:00:00;M02;0,4967
2023-07-28 22:00:00;M02;0,4225
2023-07-28 23:00:00;M02;0,2644
2023-07-29 00:00:00;M02;0,1443
